岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
数据分析师,https://www.zhipin.com/job_detail/c3264d5e1f28744c1HR_0tu1FFFZ.html?lid=57YNtLqqisl.search.289&securityId=Zz8nYJle9Ky64-31Srkqb7btwFrQ2vq4I7pQo89OVz9DzFycAaJjQ5HwQHHlAOWI845dVXv1m0w2XjzUfrh_al7ptjiKIM9XBP2phQosPmU9iMSG&sessionId=,25-50K·14薪,某游戏公司,北京,5-10年,本科,游戏,,,,带薪年假 补充医疗保险 五险一金
高级数据分析师,https://www.zhipin.com/job_detail/3a0cb99fdd8f76541Xdy29q4FFZR.html?lid=57YNtLqqisl.search.290&securityId=prjJRytaVOsq--T15ED7c8DLaW4R6KO_mcItlkvL-QAl1U2fEK6aLGbjMkgcV62xWNArk1-cggMqEdCsrUAUxsrekHByI_GmQ0X4WfnpKyT-q9lrbfzv&sessionId=,15-25K,云图大拓,北京,1-3年,本科,Python 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,未融资,0-20人,数据服务,股票期权 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/0733801f542dd10e1HR43Ny0E1BX.html?lid=57YNtLqqisl.search.291&securityId=srozCogpADKWw-R12I1Hc1-hJA7-xXBljJW80aEOABTPvfhRZlS6cwJ8w7LWSBf3yzPjTdq34UxBaMWTYqXs-hJWul7XOyZXsnx-lqlQfHlohmQq5Gw~&sessionId=,20-25K·14薪,天鹅到家,北京,3-5年,本科,SQL Tableau 数据分析/挖掘经验 数学/统计相关专业 QickBI,C轮,1000-9999人,O2O,五险一金 补充医疗保险 定期体检 股票期权 带薪年假 员工旅游 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/784abea071606d461Xx_3968EVVV.html?lid=57YNtLqqisl.search.292&securityId=T0DBjPJmNKpqs-q1KlcF-fx6tH1nA75ny2hDIxGoGMGplL3ENnUIFGxO4eF7YaE2Xsw6qsad4-zjPXKx3pwHtIaW6fP5sZh9mKqXsmYh3oMW_h0sIA~~&sessionId=,13-25K·14薪,深维智信,北京,1-3年,本科,Python SQL Power BI 数学/统计相关专业 数据分析/挖掘经验 机器学习建模经验 项目管理,A轮,20-99人,互联网,交通补助 生日福利 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 法定节假日三薪 节假日加班费 股票期权 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/e466816964d3a2201XR_3Nq1FVpR.html?lid=57YNtLqqisl.search.293&securityId=MDkwlRIoZidgq-S1jSNJ-Rwm4r0oZCX56eMqilzLB9z4XAKPc-6BXUOQWLvao7Wmn9wiAw2KH3MTFrR0yqkTkCL5VwBzDY4ZSMfWVItBydpgvg~~&sessionId=,20-35K·17薪,某大型知名互联网上市公司,北京,5-10年,本科,Python SQL Hadoop SAS Excel,,,,
数据分析师,https://www.zhipin.com/job_detail/3fe257a39d38c51b1XB-2tq0GVJQ.html?lid=57YNtLqqisl.search.294&securityId=JJTmtBoAn5B3e-g1L-wmj05WSn88RiFssPUibFV9RAvBCMOfbQzxU5QtwyTmGqF2Gf1otu_m_007N384NYHUJsth2UUM0WBM3hROQXVO8LM8Tu27ayo~&sessionId=,15-25K,首信云,北京,3-5年,本科,计算机相关专业 数学/统计相关专业 数据分析/挖掘经验,不需要融资,100-499人,计算机服务,五险一金 补充医疗保险 定期体检
数据分析师,https://www.zhipin.com/job_detail/9045f6080b8749ad1XN-2NS4FVJQ.html?lid=57YNtLqqisl.search.295&securityId=O5oT6SeGEWOpj-E1A7MsObjnyQcmQfU4DZ5B2tTRj_nW-0ILM-_tvlxwEI0pAGfYEvSZzC7LLTcO3DiOlwgfzQVfO7y_uk_0KilagbCF4U9nDOCGtTw~&sessionId=,15-25K,金安创世,北京,5-10年,本科,SQL SPSS SAS 数学/统计相关专业 数据分析/挖掘经验 金融行业数据相关经验,未融资,20-99人,信息安全,交通补助 节日福利 五险一金
数据分析师,https://www.zhipin.com/job_detail/ec4b4c6b5e538b1a3n1809u5GFs~.html?lid=57YNtLqqisl.search.296&securityId=REkheYLZLp0jK-81JLFqILdnaQvFpGVxoAwFnHIZ_M0TEEzb1igyRh7FbLkx7f9dkIAxwz72dSNReHb4VrxT8GOmlTA7WtWqMl3N3_T2dzht5LRsZA~~&sessionId=,30-60K·14薪,小米松果电子,北京,3-5年,本科,数据分析 商业分析,已上市,10000人以上,互联网,生日福利 节日福利 有无线网 团建聚餐 餐补 员工旅游 带薪年假 法定节假日三薪 股票期权 保底工资 绩效奖金 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/1cb29bb8a3b735641XR73Nu6EVNR.html?lid=57YNtLqqisl.search.297&securityId=4MUfHGEweIeT3-c1pgkaJ0SoPVaKr1fvXJRWnAuuW625RZ5lfbqYXA0bNC2K_N7byZvx88WD2nxnXfC80f1HcNuj--waV-KkAG_QsObfGoGP&sessionId=,20-35K·13薪,某500强上市公司,北京,经验不限,本科,SQL Excel Tableau Power BI,,,,五险一金 补充医疗保险 定期体检 带薪年假 餐补 通讯补贴 节日福利
数据分析师,https://www.zhipin.com/job_detail/5ba054a679aadb371XFz3Nu_FFFQ.html?lid=57YNtLqqisl.search.298&securityId=ITxtIUhGvgjTd-k110e3EWmK1JucTBj29MckMm60EVcH5WzImpMi-5agd97Rbi2kKYXudQhQBfCoDPLWcPScNhynCxffdos7Ad8TVkJcGLOrtT-ABg~~&sessionId=,30-50K,中信百信银行,北京,5-10年,本科,Python 数据分析/挖掘经验 金融行业数据相关经验,不需要融资,500-999人,银行,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补 通讯补贴 交通补助 节日福利 住房补贴 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/bca0aeb686bee4651Xx93dy5F1FR.html?lid=57YNtLqqisl.search.299&securityId=Be91vLuJBd1Qx-n1yuBvl-S90zMReHfehRdv-UlrJlXLm19HQT-MM-2MnFjKwV400lZ6b_s10eAQoFiaZVeAiQXUw3lKzmlFvWcjCDIRhTlXCwXN&sessionId=,16-20K·16薪,理工数传,北京,3-5年,本科,SQL Python 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,D轮及以上,100-499人,互联网,交通补助 生日福利 节日福利 通讯补贴 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 全勤奖 加班补助 股票期权 底薪加提成 保底工资 绩效奖金 年终奖 定期体检 补充医疗保险 五险一金 薪酬
数据分析师,https://www.zhipin.com/job_detail/9b3e622373a86d4c1HR62NS5EFtR.html?lid=57YNtLqqisl.search.300&securityId=MGZPEXbVDYzU8-_1uNAqb7JVpv2nQPQd8cguCihMkkqepQjlRAHt1RlPpGncSKiE9S5EK125qK6vKZTuvzcI0gvR62MCrQ-G6RrpJrR1pFxF2v84dg~~&sessionId=,30-50K·15薪,某大型知名互联网公司,北京,3-5年,本科,数据分析 经营分析 商业分析,,,,弹性工作制 餐饮及下午茶 就近租房补贴 节日礼品 年度体检 免费健身设施 家庭关爱假 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/004813065a4f09331HR72Nq0GFVT.html?lid=57VOHwcTfVz.search.1&securityId=o7kXWan8ui0e8-t1KA0TdGmnw5ZgANXWQ2HlqE2bqgRoGqII3-jmfw182hOtDS3f6xwkr3QyRufq0cSeX1j8u6WiQWwiEVCUSO-F2CRIxfqUtvEzTwgi&sessionId=,15-23K,勇心,杭州,3-5年,本科,SQL,,20-99人,互联网,
助理数据分析师,https://www.zhipin.com/job_detail/252211a08a6d07861Xx52dy5F1BV.html?lid=57VOHwcTfVz.search.2&securityId=GSUFAerKreTVu-w1F0ReIFXlJ2Bjk0NW2J_5oiFlwMAuJJy7c2TUXu1scOf-X9ELYNGRb4TO8UyGqGtmj3GQurF5uK1a0QU2XUHbTpa99mvPLSf5&sessionId=,6-8K,宝宝馋了,杭州,经验不限,本科,SQL Python 数据分析/挖掘经验 数据分析 看板建设 业务分析,B轮,100-499人,电子商务,五险一金 带薪年假 节日福利 搬家费 弹性打卡 员工内购
数据分析师,https://www.zhipin.com/job_detail/f5d4e44f459fdf441Xx42Nu7GFRY.html?lid=57VOHwcTfVz.search.3&securityId=itWmUmeiFvsIS-B1yFELNFUygMrW0Jehxe9EE1B6yZbmBzf55hPnuEzyO_12ooyz5lGGfDFwj2krewLR6d6Tt76akzZxKpKsHa6aZ-HTpBGPM23EQPQ~&sessionId=,6-10K·13薪,杭州融地信息技术,杭州,经验不限,大专,计算机相关专业 数据分析/挖掘经验,未融资,20-99人,计算机软件,生日福利 节日福利 有无线网 团建聚餐 餐补 带薪年假 全勤奖 法定节假日三薪 加班补助 保底工资 绩效奖金 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/d14a1e2d271475191X1-39-1FFJR.html?lid=57VOHwcTfVz.search.4&securityId=Wynmpwf2-y4Qq-A1_78QtC15VxcDSSByHgZMP-UfuJJnLf6bn4vyzQemPJQ5eS-11Irahs78p9Rx4KEAfGcuA7rvCNb70W189C8xQzYDP_nvRqO-WDWCQrUYQM8BMuhOB7mRsZi4-5fUqqnL5TzONus~&sessionId=,13-25K·13薪,嘉兴九州文化传媒,杭州,经验不限,本科,SQL Python 数学/统计相关专业 数据分析/挖掘经验 文娱/游戏行业数据相关经验,A轮,500-999人,媒体,生日福利 零食下午茶 带薪年假 法定节假日三薪 节假日加班费 加班补助 股票期权 底薪加提成 保底工资 年终奖 五险一金
数据分析师（双休/五险一金）,https://www.zhipin.com/job_detail/198df41ec5248b071XB83tm8ElRW.html?lid=57VOHwcTfVz.search.5&securityId=b0shqbsTZUp7y-m1JTXtvhDcMVWObVVoFL3vzX89OWm8QoOcxKMwD3qkB3BItIScbwVoerVGeyc8m2KX9llOBTmsyuwZ3NOaratjflqyKE_05Ogi-g~~&sessionId=,15-20K,颜否传媒,杭州,1-3年,大专,数据分析 抖音直播,未融资,100-499人,广告/公关/会展,五险一金 带薪年假 交通补助 通讯补贴 餐补 全勤奖 大牌美妆内购
数据分析师   周末双休,https://www.zhipin.com/job_detail/902e4dd5f0a86c261XV82dm_GVJU.html?lid=57VOHwcTfVz.search.6&securityId=Vc54hDdPXR9D6-81wSPPRelR0r69KGwtWpAWlzzkp7M8dX3pPTFGu0IazuKs6nhHeYxTBsrjVWcIKtCMDQKy4bl0C4NOY03fQRJQZcgqyPJQfcyGvA~~&sessionId=,9-14K·13薪,易查云,杭州,3-5年,大专,Python SQL Hadoop Excel,天使轮,20-99人,数据服务,五险一金
数据分析师（单休）,https://www.zhipin.com/job_detail/7dbf24a77e929edf1HR42tS-ElVU.html?lid=57VOHwcTfVz.search.7&securityId=koAALwYQB78bW-x1nQelsG4Emp8MtETibf56AVJ6yQvtZ4iTSAz0OuifHSSXTVtySoTQX9HkvBx0B8YiIXyfT4tgoZo_fCx4It9ScUFc5e5Zy3zl3hgB&sessionId=,6-8K,路飞互联,杭州,1-3年,大专,SQL Python 计算机相关专业 数据分析/挖掘经验 excel,,100-499人,汽车零部件,
大数据分析助理,https://www.zhipin.com/job_detail/6e205e939a94699e1HR_3dW7FVtT.html?lid=57VOHwcTfVz.search.8&securityId=8X0qQCyLlcUND-21VOB0wA9SU2Q6iZXCSbrQDJ10GUbXiPWtJPUmpiGcjlOv1aLLct9W5A4o6OLdc9L55lLxhI3RXN5YO1t3WuBvXyNE1E1XOgBU&sessionId=,6-10K,太仆汽车,杭州,1年以内,本科,SQL 数学/统计相关专业,A轮,100-499人,汽车生产,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 住房补贴 零食下午茶 七险一金
数据分析师,https://www.zhipin.com/job_detail/d94ea5d680223e651HR409u5E1FZ.html?lid=57VOHwcTfVz.search.9&securityId=FnsU2XWEoFN4l-A1e7NnhYkK6_Lqusa1o_eZZLnWgPWI1vtFbIG7CG7ESvCi8ya59Wicl9Se4jPI21XiWCNFs9BK2eb0UjSi3y1JjKAxR7Ur5aLtjU0~&sessionId=,7-10K·13薪,卓希食品,杭州,1-3年,本科,电商/零售行业数据相关经验,未融资,500-999人,食品/饮料/烟酒,餐补 全勤奖 年终奖 五险一金
数据分析,https://www.zhipin.com/job_detail/6912cd11b91f94d51HR429y6FVRX.html?lid=57VOHwcTfVz.search.10&securityId=mnUe26KWiB5mq-V1ZbEzYudsEoZriABegCCKXbsaupEARGyPkItJxBXMrz_VO9eCDWZQ2Gkbebk5aObPWl-Ts3i2PQpdF510BqXJ6mq4uL0c_wCzqg~~&sessionId=,12-18K,祈飞网络,杭州,3-5年,大专,云图 数据银行,C轮,500-999人,电子商务,五险一金 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/b1cde38a0a3aec4c1HR_2ti9GVZX.html?lid=57VOHwcTfVz.search.11&securityId=nOVefhtCNaJa8-o1LgqLOXlF0Ofd_vGetXH67y4F3ilW63gVNauBep0tlGFpbbVPDG0cju0RNHAWb-lJtygb6GO1_pHSWdWOPePoWOPyQ98Y-I1VVic~&sessionId=,12-16K·14薪,半糖科技,杭州,1-3年,本科,Python SQL 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,不需要融资,100-499人,社交网络,带薪年假 节假日加班费 股票期权 绩效奖金 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/24f8b2dd8eb1f0691HR_29y1F1ZT.html?lid=57VOHwcTfVz.search.12&securityId=BGIPiACg4s2KG-I1V2i03ZIjIsnXX0YdAWufNlnhvifJeRNMt4axGRJaQcwVJUZ-JNlazfoTyYVPz0aNKE8U6lv7gyRxQZ8CAjGDUZP5tkyczz8OSzk~&sessionId=,8-12K,多义乐网络,杭州,1年以内,本科,Python SQL SPSS 小说 短剧,已上市,1000-9999人,移动互联网,五险一金 定期体检 年终奖 带薪年假 餐补 交通补助 节日福利
数据分析师实习生,https://www.zhipin.com/job_detail/078bb2d69021ec441HR_29S5EFpW.html?lid=57VOHwcTfVz.search.13&securityId=aZ_sDClibIRkE-O1j2lloLZXtObbh7qts6pOHZcYhBDJwVhtChoc0dRBZ3Qk3E9m5I656Vl5mTOkttSx9uodJWP-ufPnMapF3-J1zypfdYTdZ906RA~~&sessionId=,3-4K,杭州壹网壹创,杭州,经验不限,本科,数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,已上市,1000-9999人,电子商务,五险一金 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 住房补贴 零食下午茶 超值内购
数据分析师(电商),https://www.zhipin.com/job_detail/a3669168622ddd721X1_392-F1FU.html?lid=57VOHwcTfVz.search.14&securityId=J6EB-dOprpU6--F1u9akM5lvFR4fioNQs8W4VK-hayEQOkMfbx6CDcVnwF8IR_nLdpk9WBauWLRMNT2bfyqZ93MZLajVKLVl4muDiaNsKRxytqGS4w~~&sessionId=,6-11K,杭州春客网络科技,杭州,1-3年,大专,数学/统计相关专业 数据分析/挖掘经验 Python 爬虫,A轮,1000-9999人,电子商务,五险一金 全勤奖 年终奖 带薪年假 员工旅游 节日福利
数据分析师,https://www.zhipin.com/job_detail/6f9e3e86232138621XB-3di8FlFW.html?lid=57VOHwcTfVz.search.15&securityId=SBmAulyNCllcE-O1OFG4g4z-D6bF0TwxozJlT5aayYZ5A3Xu_WkvRYmbcqKlRndmXW4C0QPoS1aNTe_x0ci5A2BtoNcV1bt9KnHR9BUhSJ_UcLM9wso~&sessionId=,8-9K·13薪,开闳科技,杭州,1年以内,本科,SQL Python R 数据分析/挖掘经验,不需要融资,20-99人,智能硬件,五险一金 定期体检 股票期权 餐补 通讯补贴
营销科学数据分析师,https://www.zhipin.com/job_detail/f628435177ff3d201X150tm9E1VR.html?lid=57VOHwcTfVz.search.16&securityId=KdmIVqwCXxtjU-A1I8FVRlEAvmEFzcXPhEnRpUP4WvunGaT0qfeiYxNqSzT_vcVArBFbKzaNnBPj8OwWoCoeEI753yxeOmXbtOf9QWBwwtgX-vY~&sessionId=,10-11K,今日头条,杭州,1-3年,大专,数据分析/挖掘经验,未融资,10000人以上,移动互联网,弹性工作制 餐饮及下午茶 就近租房补贴 节日礼品 年度体检 免费健身设施 家庭关爱假 家属自选保险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/d71be0d79b1d1f421nZz39S9E1I~.html?lid=57VOHwcTfVz.search.17&securityId=EauEeQxJztP2K-D1pK8zMy76cRrtQRl3jggWJPvks2ffTh_JM4xBD1UQ4LZlfNLEXMU9NCMPx81uVPKxO83fc-Eq3scya-I9QQsaCQ8Gt0ONyU0~&sessionId=,10-11K,亚厉轩,杭州,1-3年,大专,数据分析 系统运维 数据库,,100-499人,互联网,
抖音数据分析师,https://www.zhipin.com/job_detail/ae178fd614a1234e1XF729-5FVJT.html?lid=57VOHwcTfVz.search.18&securityId=cq0qtM1L_w_0V-I1bmANGT_S1g2Frc74qGoDZi5GBVzSNhPHk6vTLYy9r_tu9hZjUF1PC3-yFgG-lhmkj4BKtGhOP4ojpWMQLy10DPkQjfD8q4PyH60~&sessionId=,13-20K,奥康科技,杭州,1-3年,大专,数据分析/挖掘经验,已上市,1000-9999人,电子商务,节日福利 免费工装 有无线网 团建聚餐 零食下午茶 工龄奖 绩效奖金 年终奖 五险一金
数据分析师 (MJ001020),https://www.zhipin.com/job_detail/09080966d9e1a35f1X183960EltU.html?lid=57VOHwcTfVz.search.19&securityId=S3G83TxjJwbml-B1i1w-taVDxmU744UnOTPhO8BPCqUqMV939DF-9aq1PRQ1jEQZeI_ivl6U5lA-S8nzwbXTBOPNtNP5fvPas1Hcszk3AKwvI38~&sessionId=,15-25K·14薪,古茗茶饮,杭州,1-3年,本科,SQL Python 机器学习,B轮,1000-9999人,生活服务,节日福利 零食下午茶 员工旅游 带薪年假 加班补助 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/c9022504baeba1aa1XV73d-6FlZT.html?lid=57VOHwcTfVz.search.20&securityId=GY2FOFXD_0QBD-M1sdy7yMpfn695zLAcO4hL48vPShhgXlml4LS5hnenRmVXqRIFtNjMBGOLhH-OiUZeVmg9nrFy23mE8PuOTFUWK4GDfYuhhm9I&sessionId=,8-10K,杭州旭川贸易有限公司,杭州,3-5年,大专,Python SQL Excel,不需要融资,20-99人,贸易/进出口,交通补助 节日福利 团建聚餐 餐补 员工旅游 带薪年假 全勤奖 工龄奖 加班补助 股票期权 绩效奖金 年终奖 五险一金
数据分析师,https://www.zhipin.com/job_detail/868f10b9a1a772571XJ52N-_E1JW.html?lid=57VOHwcTfVz.search.21&securityId=oItHb8pVraEfT-V1UR0gyDqagzjI4tOw7e4A-FdVScA0s0nEaKmH-Tlk_ymaSoz5ieAq1tFgu_QZ4s0LTkw0oQ21klIMpy7xZtu1hXdl8gDNUu8SWS4~&sessionId=,5-9K·14薪,天正信息,杭州,经验不限,大专,SQL Python 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,未融资,100-499人,计算机软件,五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 节日福利
数据分析师,https://www.zhipin.com/job_detail/095cc2d2e6ad50d51Hd72Ny_Fls~.html?lid=57VOHwcTfVz.search.22&securityId=g2w625X3fJutE-G1lzahFJVgNJBaT9opIiDlIOtbaHeTqpL7ZKWM5fhuRUQ9HSrqcmNNFWqKQQnN7XwK9IrAHa-gcpYtXuds-wKsxWiIFe1HCP_loOKQg2FLZPVKdQe4uNx15eHa3izH7UVqIVxW&sessionId=,5-8K·13薪,杭州云审,杭州,1-3年,本科,数据分析 数据处理,不需要融资,20-99人,计算机软件,五险一金 定期体检 年终奖 带薪年假 员工旅游 交通补助 节日福利 出差补助
数据分析师,https://www.zhipin.com/job_detail/86d6be0e48da67f91X193tS7ElVT.html?lid=57VOHwcTfVz.search.23&securityId=vxRLYyiImiMf6-s1qCGJH7Neo-ilI4OdmjrjoAtk0L3sBYq1sswBwpW_q-fGDaZngXQlKRaNAMd8SBgKmg_moaoCldZhqvJBL2OVz3DZ9AWDnJ5AKrfVi3wOda7ohy1o1He7rxEZlElDMY55lRpMKA~~&sessionId=,7-12K,霖梓控股,杭州,1-3年,本科,Python 数据分析/挖掘经验,B轮,100-499人,互联网,生日福利 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 股票期权 年终奖 定期体检 五险一金
高级数据分析师,https://www.zhipin.com/job_detail/9e4b71dfddcf33fa1HR53Nq1GFtU.html?lid=57VOHwcTfVz.search.24&securityId=YRO3-VaOwH_uC-E1iMGNFeHr5oGBEC8Ls-8kCGs1hUgd091NcBNz4I1o9neOK1J-HZAZVkBQMEn1yt7kgUtZia_qSMTHQr1oEFZXOHs-NkRAQKLzXL2LxbsB_Fr3iDUwJJg59CA2QHP18udy1cpvAUhN&sessionId=,8-10K,心大互娱,杭州,1-3年,本科,数据分析/挖掘经验 电商/零售行业数据相关经验 文娱/游戏行业数据相关经验,未融资,100-499人,文化/体育/娱乐,五险一金 全勤奖 年终奖 员工旅游 节日福利
数据分析师（杭州-西湖区）,https://www.zhipin.com/job_detail/279d2f1b659901ba1Xx429i8F1RV.html?lid=57VOHwcTfVz.search.25&securityId=A3SRfmrwZeNwW-C1wTKvvsFclD3lanBuSVnWmAhn-oMx3Qx6OHrKZ1yE-ZU8HL7DyfAAM8kmpNS9bUBFz7xn4D2XgWsxe9FYFCyAORh-nCGRR33W&sessionId=,6-10K,友声科技,杭州,1-3年,大专,数据分析,未融资,100-499人,移动互联网,交通补助 生日福利 节日福利 通讯补贴 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 法定节假日三薪 加班补助 股票期权 定期体检 意外险 五险一金
天猫超市-数据分析师-杭州-GP1018135,https://www.zhipin.com/job_detail/0cc4627d640a2db81HR5092-EFtS.html?lid=57VOHwcTfVz.search.26&securityId=HC8XnbJqfS9zJ--1xV6EUaFkCfc3-wogyM6gOM4U6duquZ8UY_SgmU3TprYhbsadclRKf-lKwMMu2OtCwDRUxuBtW3p3IJq7W_P_q2xGCq4m&sessionId=,9-14K·16薪,阿里巴巴集团,杭州,1年以内,本科,数学/统计相关专业,已上市,10000人以上,互联网,五险一金 补充医疗保险 年终奖 股票期权 员工旅游 免费班车 餐补 交通补助 节日福利 零食下午茶
外企  数据分析,https://www.zhipin.com/job_detail/c8511240f3e892371Xx939q4ElZV.html?lid=57VOHwcTfVz.search.27&securityId=YeU5ceXRLPuq7-q1sEiPPt1Ipl9QN4G0mbV7ITNtA-aVvz4qhlB51M0zDwU-RDUFY2FU7JAd3QS5yZ1fdGhaK_sFq-UuTYCchfA1hyWWruNsNKabZ44~&sessionId=,40-70K·16薪,某大型电子商务公司,杭州,经验不限,本科,数据分析,,,,带薪年假 股票期权 底薪加提成 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/8e209e4a793977f51Xx_39u4EVE~.html?lid=57VOHwcTfVz.search.28&securityId=LINU4C3eT1B8V-r1a9BTo8XgsKit7y4_-Q40lhzUmpvrlbZ4mQGBW_5dLi4UqmfmTAKqs_zdASXCuNsplI6oT89wJ95BjC3Sx73ujBdH6pzrag9I&sessionId=,8-9K,昌禄集团,杭州,3-5年,大专,数据分析,不需要融资,100-499人,计算机软件,
数据分析师,https://www.zhipin.com/job_detail/91e145b3eb5425c61nF50tq0GVFW.html?lid=57VOHwcTfVz.search.29&securityId=mNfNgd2Df4w1J-h1SP1AiikDPzTQp4ZOiCp_8gvIbS6lEmYNga2NY-d-PcQ0yW3B745Imez8fODvZnH5VuKTW1NM1oLaTDO97T499O_l7S2aHPcW&sessionId=,10-12K,天猫,杭州,1-3年,本科,SQL Excel,已上市,10000人以上,互联网,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 免费班车 餐补
数据分析师,https://www.zhipin.com/job_detail/4d61758f1b04434b1HR63dW-GFZW.html?lid=57VOHwcTfVz.search.30&securityId=PddQTbhgPuMmS-J1mboUq7ncuGjt3HdB3_6EBIQMpG9cK77dHZW8Vl2zAWNUucgJhHgnn2T6JXr-w02Q7twbfvRm7lCh5dB_I6fhfdJoTt2AqhJ_0dVr5H1V9VfkkBCtYx4cFzixwepW--6VndgV6uc~&sessionId=,10-15K,南昌慕苏至美科技,杭州,3-5年,本科,数学/统计相关专业 数据分析/挖掘经验,A轮,100-499人,电子商务,员工关怀 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 底薪加提成 绩效奖金 年终奖
数据分析师（外包）,https://www.zhipin.com/job_detail/97e6f4d57b2f5e6f1n1z2Ni1FFdY.html?lid=57VOHwcTfVz.search.31&securityId=s9ppOkDO5RRFV-i1heNiiUvvUqzHb7GyP4bkqHjDnn9D_T6Xy9-490vZEyDAMge-i1DEshFVMFbHYuQAGb9otPpmuO6KPpA8HQXrQwsbGfwpWbF2&sessionId=,13-26K,vivo,杭州,1-3年,大专,Python SQL,不需要融资,10000人以上,移动互联网,五险一金 定期体检 全勤奖 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 住房补贴 零食下午茶 提供住宿 餐补
数据分析师,https://www.zhipin.com/job_detail/c6e56c3983f6cc761Xd_3N65F1RZ.html?lid=57VOHwcTfVz.search.32&securityId=M1IzRX7mH80J4-I1X6s0lxzNtdvjzntyXxk97QZ2mufOSeNh0WNgfJ9nnQF1q6S6W8KUV4qRTIS_9kLjOnARQnSgHmYH_-s0G0BoLItR5psV5lBPW6UU8_gYeNGmFpdCTyKTmN-ImptySRvOkXJ-TAO5&sessionId=,100-150元/时,望瑞柳,杭州,经验不限,硕士,SPSS SAS Stata python,,100-499人,数据服务,
数据分析师,https://www.zhipin.com/job_detail/772972a55435ef1103Vy3dq_F1Y~.html?lid=57VOHwcTfVz.search.33&securityId=NgpE0V5iv2tAF-c1yt4Xd0A3wPy3i8T-CNukQlzCaOKIVdBq88GWWGw2ulvj811UOAhWvXkbP5GjZM9d8ICbfPCRQG5mlcf3-7TLqMj8M1zG20Q~&sessionId=,15-25K·13薪,紧商科技股份有限公司,杭州,1-3年,大专,数据分析 MySQL SQLServer,不需要融资,100-499人,互联网,
数据分析师,https://www.zhipin.com/job_detail/a0719f8d74a872771XV629m-EVdU.html?lid=57VOHwcTfVz.search.34&securityId=RY-PGgKVhtFoG-914RBu5VcZsuONFIveaMgOeCHd7xxtjxQUAJG1tXI82sCneZHHtT_S9xLh2KbpgzO3iTYznzjhYwZPqr4V_CS5uyCf7U53GScgxQ~~&sessionId=,10-15K,宜格集团,杭州,3-5年,大专,SPSS Tableau Excel Power BI,不需要融资,1000-9999人,电子商务,五险一金 定期体检 全勤奖 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 敬孝金
数据分析师,https://www.zhipin.com/job_detail/fc0a161128538fd21n163Nq1FVZW.html?lid=57VOHwcTfVz.search.35&securityId=CUm6U5rSkzeYI-M17R63D700-omjrUbIK0NFqAuDdX6SJo0jQTE7HCGjGWWBsvhZVJg1KblHla8uCHyPsKgMVhOVf1lP4WT8gWlj1i1kGKjrCxo~&sessionId=,18-35K·14薪,微博,杭州,1-3年,本科,SQL Python,已上市,1000-9999人,互联网,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 免费班车 餐补 节日福利
